dataset,plotID,series,subplot,protocol,authors,entered_by,date,lat,lon,precision,corner,deviation,altitude,aspect,inclination,heat_index,microrelief,depht1,depht2,depht3,depht4,depht5,depth_mean,deph_SD,cover_total,cover_shrubs,cover_herbs,cover_moss,cover_dead_wood,cover_litter,cover_stones,cover_gravel,cover_soil,height_shrub_max,height_shrub_mean,height_herb1,height_herb2,height_herb3,height_herb4,height_herb5,height_herb_mean,height_herb_SD,height_herb_max,relief,habitat_group_old,burning,grazing,mowing,ploughing,abandonment,encroachment,grazing_intencity,land use details,weight_total,weight_skeleton,skeleton,texture,texture_code,sand,silt,clay,pH,pH_sal,conductivity,CaCO3,C/N,C_percent,N_percent,C,N,Corg,Corg_percent,Corg/Norg,humus,hydrolytic_acidity,N_mg_100g,N_mg_kg,CO2,cover_total_sum,cover_shrubs_sum,cover_herbs_sum,cover_moss_sum,economic_use,c_org_dat,silt_dat,clay_dat,pH_dat,BIO1,BIO2,BIO3,BIO4,BIO5,BIO6,BIO7,BIO8,BIO9,BIO10,BIO11,BIO12,BIO13,BIO14,BIO15,BIO16,BIO17,BIO18,BIO19,built_up_2km,build_up_5km,cover_shrub_total,vegetation,habitat_broad,syntaxon,eunis,eunis_group,zonality,habitat_group,roads,footprint_values
6,UAS38SE,UAS38,SE,OK,IM,MZ,30.05.2021,46.449653,31.685482,aver,SE,0,1,0,0,0,3,80,80,80,80,80,80,0,90,0,90,0,0,100,0,0,100,0,NA,48,42,31.5,56,51,45.7,9.418067742,90,NA,xeric,0,0,0,0,1,NA,0,abandonment,125.7,7.2,5.727923628,sand,NA,97,1.7,1.3,8.33,NA,408,2.7491,NA,1.841,NA,1.534166667,NA,0.192,0.2304,NA,NA,NA,NA,NA,NA,113.61,0,113.61,0,1,49,42,26,71,111,65,212,8627,273,-33,306,225,135,230,-3,385,41,20,19,119,73,101,90,0.01453958,1.252293578,0,saline grassland,saline,NA,R62,R6,azonal,saline,520,NA
9,NFD21_52NW,NFD21_52,NW,Okh,AK,AK,13.09.2021,47.108327,32.193817,0.2,NW,0,2,0,0,0,3,32,19,26,18,34,25.8,7.293833012,98,0,98,0,0,30,0,0,100,0,0,48,37,29,43,15,34.4,12.95376393,70,floodplaine,mesic,0,1,0,0,0,0,2,NA,103,40.9,39.70873786,clay loam,NA,25,48.2,26.8,8.53,NA,132.52,3.8192,NA,4.031,NA,3.359166667,NA,1.74,2.088,NA,NA,NA,NA,NA,NA,101.51,0,101.51,0,1,24,45,29,73,104,84,249,9081,282,-53,336,195,15,226,-17,400,51,22,24,144,75,113,82,22.34799235,5.100900532,0,saline grassland,saline,NA,R63,R6,azonal,saline,357,19
9,NFD21_52SE,NFD21_52,SE,NS,IM,AK,13.09.2021,47.108213,32.193971,0.5,SE,0,2,0,0,0,4,21,18,23,35,17.5,22.9,7.127411872,90,0,90,0,0,10,0,0,100,0,0,11,28,9,13,13,14.8,7.56306816,66,floodplaine,mesic,0,1,0,0,0,0,2,NA,108.6,35.4,32.59668508,silty loam,NA,10,71.9,18.1,8.64,NA,135,3.5397,NA,3.575,NA,2.979166667,NA,1.452,1.7424,NA,NA,NA,NA,NA,NA,97.3,0,97.3,0,1,24,45,29,73,104,84,249,9081,282,-53,336,195,15,226,-17,400,51,22,24,144,75,113,82,22.44878361,5.112870276,0,saline grassland,saline,NA,R63,R6,azonal,saline,357,19
9,NFD21_53NW,NFD21_53,NW,OKh,AK,AK,13.09.2021,47.200896,32.236533,0.2,NW,0,2,0,0,0,7,18,27,42,35,35,31.4,9.181503145,60,0,60,0,0,3,0,0,100,0,0,11,12,6,5,10,8.8,3.1144823,42,floodplaine,mesic,0,1,0,0,0,0,1,NA,95,33.2,34.94736842,silty loam,NA,13,70.2,16.8,8.41,NA,130.6,2.4787,NA,3.755,NA,3.129166667,NA,2.268,2.7216,NA,NA,NA,NA,NA,NA,42.5,0,42.5,0,1,38,44,28,72,103,84,250,9109,283,-54,337,195,15,226,-18,403,52,22,25,146,75,119,82,11.69363057,3.158455393,0,saline grassland,saline,NA,R63,R6,azonal,saline,120,12
9,NFD21_53SE,NFD21_53,SE,NS,IM,AK,13.09.2021,47.200828,32.236649,0.2,SE,0,2,0,0,0,7,34,48,31,34,35,36.4,6.655824517,55,0,55,0,0,0,0,0,100,0,0,11,3,4,9,5,6.4,3.435112807,36,floodplaine,mesic,0,1,0,0,0,0,1,NA,140.1,43.7,31.19200571,silty loam,NA,11,70.4,18.6,8.44,NA,139.9,2.2788,NA,4.151,NA,3.459166667,NA,2.784,3.3408,NA,NA,NA,NA,NA,NA,44.4,0,44.4,0,1,38,44,28,72,103,84,250,9109,283,-54,337,195,15,226,-18,403,52,22,25,146,75,119,82,11.76403061,3.170299867,0,saline grassland,saline,NA,R63,R6,azonal,saline,120,12
9,NFD21_54NW,NFD21_54,NW,NS,IM,AK,14.09.2021,47.769124,32.701121,0.2,NW,0,103,0,0,0,8,40,33,45,36,35,37.8,4.7644517,45,0,45,0,0,0,0,0,100,0,0,35,0,8,7,6.5,11.3,13.61800279,29,floodplaine,mesic,0,1,0,0,0,0,1,NA,107.3,16,14.91146319,silty loam,NA,15,70,15,8.24,NA,139.2,4.5462,NA,4.503,NA,3.7525,NA,1.776,2.1312,NA,NA,NA,NA,NA,NA,45,0,45,0,1,30,47,28,73,94,83,245,9179,272,-65,337,187,5,216,-29,465,64,27,27,173,85,131,95,3.441591784,3.007453543,0,saline grassland,saline,NA,R63,R6,azonal,saline,503,13
9,NFD21_54SE,NFD21_54,SE,OKh,AK,AK,14.09.2021,47.769032,32.701328,0.2,SE,0,103,0,0,0,3,58,37,32,20,32,35.8,13.89964028,70,0,70,0,0,0,0,0,100,0,0,13,12,10,8,9,10.4,2.073644135,57,floodplaine,mesic,0,1,0,0,0,0,1,NA,111.7,18.7,16.74127126,silty loam,NA,15.5,70,14.5,8.17,NA,156.9,5.7776,NA,4.582,NA,3.818333333,NA,1.116,1.3392,NA,NA,NA,NA,NA,NA,69.21,0,69.21,0,1,30,47,28,73,94,83,245,9179,272,-65,337,187,5,216,-29,465,64,27,27,173,85,131,95,3.213554987,2.975874054,0,saline grassland,saline,NA,R63,R6,azonal,saline,503,13
9,NFD21_55NW,NFD21_55,NW,NS,IM,AK,14.09.2021,47.768152,32.699288,0.2,NW,0,102,0,0,0,5,56,50,60,61,62,57.8,4.91934955,70,0,70,0,0,0,0,0,100,0,0,10,9,14,16,11,12,2.915475947,51,floodplaine,mesic,0,1,0,0,0,0,1,NA,NA,32.6,31.65048544,silty loam,NA,25,57.8,17.2,8.02,NA,139.5,2.8922,NA,5.023,NA,4.185833333,NA,3.288,3.9456,NA,NA,NA,NA,NA,NA,84,0,84,0,1,23,45,29,72,94,83,245,9178,272,-65,337,187,5,216,-29,465,64,27,27,173,85,131,95,3.182225064,3.071165644,0,saline grassland,saline,NA,R63,R6,azonal,saline,503,13
9,NFD21_55SE,NFD21_55,SE,Okh,AK,AK,14.09.2021,47.768111,32.699438,0.2,SE,0,102,0,0,0,8,60,66,70,65,71,66.4,4.393176527,75,0,75,0,0,0,0,0,100,0,0,21,16,14,18,21,18,3.082207001,61,floodplaine,mesic,0,1,0,0,0,0,1,NA,103,32.6,31.65048544,silty loam,NA,25,57.8,17.2,8.02,NA,139.5,2.8922,NA,5.023,NA,4.185833333,NA,3.288,3.9456,NA,NA,NA,NA,NA,NA,78,0,78,0,1,23,45,29,72,94,83,245,9178,272,-65,337,187,5,216,-29,465,64,27,27,173,85,131,95,3.168152866,3.074214352,0,saline grassland,saline,NA,R63,R6,azonal,saline,503,13
9,NFD21_45NW,NFD21_45,NW,NS,IM,AK,09.09.2021,46.566081,32.684925,1.3,NW,0,4,0,0,0,2,90,90,90,90,90,90,0,25,0,25,0,0,0,0,0,100,0,0,2,3,4,2,5,3.2,1.303840481,12,flat,saline,0,0,0,0,1,0,0,NA,72.5,19.7,27.17241379,loam,NA,45,40.9,14.1,7.86,NA,169.9,2.9876,NA,2.908,NA,2.423333333,NA,1.116,1.3392,NA,NA,NA,NA,NA,NA,27,0,27,0,0,36,36,28,74,109,76,235,8867,282,-43,324,195,20,230,-9,420,47,25,19,135,79,114,89,4.477898783,4.593682919,0,saltmarsh,saline,NA,R64,R6,azonal,saline,250,13
9,NFD21_45SE,NFD21_45,SE,MZ,AK,AK,09.09.2021,46.56603,32.685037,0.2,SE,0,4,0,0,0,3.5,90,90,90,90,90,90,0,30,0,30,0,0,0,0,0,100,0,0,6,4.2,2.4,3,7,4.52,1.952434378,9,flat,saline,0,0,0,0,1,0,0,NA,87.9,11.4,12.96928328,loam,NA,45,41.9,13.1,7.71,NA,158,3.0944,NA,2.936,NA,2.446666667,NA,1.08,1.296,NA,NA,NA,NA,NA,NA,32,0,32,0,0,36,36,28,74,109,76,235,8867,282,-43,324,195,20,230,-9,420,47,25,19,135,79,114,89,4.468629962,4.574642127,0.1,saltmarsh,saline,NA,R64,R6,azonal,saline,250,13
9,NFD21_47NE,NFD21_47,NE,MZ,AK,AK,10.09.2021,46.422235,32.244531,0.2,NE,90,1,0,0,0,4,63,59,65,80,60,65.4,8.502940668,65,0,65,0,0,0,0,0,100,0,0,4,7,3,8,7,5.8,2.167948339,27,flat,saline,0,0,0,0,1,0,0,NA,97.7,13.9,14.2272262,sandy loam,NA,64.5,27.3,8.2,8.7,NA,258,6.9364,NA,4.641,NA,3.8675,NA,0.48,0.576,NA,NA,NA,NA,NA,NA,65.6,0,65.6,0,0,17,44,32,73,111,68,218,8688,276,-35,311,195,23,231,-4,396,43,23,19,123,76,106,87,0,0.004291407,0,saltmarsh,saline,NA,R64,R6,azonal,saline,330,12
9,NFD21_47SW,NFD21_47,SW,NS,IM,AK,10.09.2021,46.422183,32.244368,0.2,SW,90,1,0,0,0,2,90,74,80,40,90,74.8,20.62037827,40,0,40,0,0,0,0,0,100,0,0,9,4,11,6,8,7.6,2.701851217,27,flat,saline,0,0,0,0,1,0,0,NA,52.7,4.4,8.34914611,sandy loam,NA,63,25.7,11.3,8.58,NA,254.6,5.146,NA,3.915,NA,3.2625,NA,0.828,0.9936,NA,NA,NA,NA,NA,NA,39.5,0,39.5,0,0,17,44,32,73,111,68,218,8688,276,-35,311,195,23,231,-4,396,43,23,19,123,76,106,87,0,0.004297994,0,saltmarsh,saline,NA,R64,R6,azonal,saline,330,12
9,NFD21_48NW,NFD21_48,NW,MZ,AK,AK,10.09.2021,46.42441,32.241439,0.2,NW,0,1,0,0,0,2,48,35,49,47,79,51.6,16.33401359,90,0,90,0,0,0,0,0,100,0,0,7.5,6,9.5,8,12.5,8.7,2.464751509,48,flat,saline,0,0,0,0,1,0,0,NA,95.8,31.6,32.98538622,silty loam,NA,30,52.3,17.7,8.07,NA,164.9,2.6683,NA,3.484,NA,2.903333333,NA,1.884,2.2608,NA,NA,NA,NA,NA,NA,101,0,101,0,0,NA,NA,NA,NA,111,68,218,8688,276,-35,311,225,23,231,-4,394,42,22,19,122,76,106,87,0.02685422,0.004294479,0,saltmarsh,saline,NA,R64,R6,azonal,saline,330,5
9,NFD21_48SE,NFD21_48,SE,NS,IM,AK,10.09.2021,46.424302,32.241561,0.2,SE,0,1,0,0,0,4,49,62,45,46,90,58.4,18.92881401,95,0,95,0,0,0,0,0,100,0,0,15,16,23,31,8,18.6,8.734987121,61,flat,saline,0,0,0,0,1,0,0,NA,100,36.7,36.7,silty loam,NA,29,52,19,8.04,NA,269.61,4.578,NA,4.186,NA,3.488333333,NA,1.44,1.728,NA,NA,NA,NA,NA,NA,86.5,0,86.5,0,0,NA,NA,NA,NA,111,68,218,8688,276,-35,311,195,23,231,-4,396,43,23,19,123,76,106,87,0.026734564,0.004299754,0,saltmarsh,saline,NA,R64,R6,azonal,saline,330,5
9,NFD21_49NW,NFD21_49,NW,MZ,AK,AK,10.09.2021,46.213,32.13148,1,NW,0,1,0,0,0,3,39,27,38,43,34,36.2,6.058052492,70,0,70,0,0,0,0,0,100,0,0,1,1.5,2,1,1,1.3,0.447213595,6,flat,saline,0,0,0,0,1,0,0,NA,116.8,4.4,3.767123288,loam,NA,45,46.4,8.6,7.84,NA,65.33,0.3271,NA,0.784,NA,0.653333333,NA,0.588,0.7056,NA,NA,NA,NA,NA,NA,71,0,71,0,0,76,40,31,75,113,56,192,8469,268,-25,293,34,80,231,1,383,39,23,17,114,76,101,89,0.143423138,0.573364236,0,saltmarsh,saline,NA,R64,R6,azonal,saline,199,15
9,NFD21_49SE,NFD21_49,SE,NS,IM,AK,10.09.2021,46.21291,32.13161,1,SE,0,1,0,0,0,5,29,34,67,23,48,40.2,17.59829537,40,0,40,0,0,0,0,0,100,0,0,3,4,5,6,3,4.2,1.303840481,5,flat,saline,0,0,0,0,1,0,0,NA,136.5,1.2,0.879120879,loam,NA,46,45.4,8.6,7.75,NA,107.2,0.6321,NA,1.141,NA,0.950833333,NA,0.504,0.6048,NA,NA,NA,NA,NA,NA,60,0,60,0,0,76,40,31,75,113,56,192,8469,268,-25,293,34,80,231,1,383,39,23,17,114,76,101,89,0.143879173,0.573057733,0,saltmarsh,saline,NA,R64,R6,azonal,saline,199,15
9,NFD21_50NW,NFD21_50,NW,NS,IM,AK,10.09.2021,46.2127,32.13161,3,NW,0,1,0,0,0,6,28,21,31,30,34,28.8,4.868264578,65,0,65,0,0,0,0,0,100,0,0,0,7,3,2,2.5,2.9,2.559296778,16,flat,saline,0,0,0,0,1,0,0,NA,114.1,3.2,2.804557406,sandy loam,NA,50,43.4,6.6,7.92,NA,66.1,0.2608,NA,0.852,NA,0.71,NA,0.696,0.8352,NA,NA,NA,NA,NA,NA,71.2,0,71.2,0,0,76,40,31,75,113,56,192,8469,268,-25,293,34,80,231,1,383,39,23,17,114,76,101,89,0.145498392,0.57500447,0,saltmarsh,saline,NA,R64,R6,azonal,saline,199,15
9,NFD21_50SE,NFD21_50,SE,MZ,AK,AK,10.09.2021,46.21259,32.13171,3,SE,0,1,0,0,0,6,27,29,22,34,27,27.8,4.324349662,65,0,65,0,0,0,0,0,100,0,0,7,1,3,1,2,2.8,2.48997992,49,flat,saline,0,0,0,0,1,0,0,NA,93.2,1.6,1.716738197,sandy loam,NA,60,36.7,3.3,7.86,NA,66.4,0.3453,NA,0.675,NA,0.5625,NA,0.468,0.5616,NA,NA,NA,NA,NA,NA,67.1,0,67.1,0,0,76,40,31,75,113,56,192,8469,268,-25,293,34,80,231,1,383,39,23,17,114,76,101,89,0.145967742,0.575583483,0,saltmarsh,saline,NA,R64,R6,azonal,saline,199,15
9,NFD21_51NW,NFD21_51,NW,MZ,AK,AK,10.09.2021,46.21454,32.13087,6,NW,0,1,0,0,0,5.5,22,24,22.5,16,17,20.3,3.563705936,75,0,75,1,0,0,0,0,100,0,0,5,4,2,3,8.5,4.5,2.5,42.5,flat,saline,0,0,0,0,1,0,0,NA,NA,10.1,14.28571429,silty loam,NA,20,76.4,3.6,7.31,NA,49.2,0.1008,NA,2.652,NA,2.21,NA,1.992,2.3904,NA,NA,NA,NA,NA,NA,78.6,0,78,0.6,0,68,42,29,75,113,56,192,8469,268,-25,293,34,80,231,1,383,39,23,17,114,76,101,89,0.137017411,0.564335664,0,saltmarsh,saline,NA,R64,R6,azonal,saline,199,15
9,NFD21_51SE,NFD21_51,SE,NS,IM,AK,10.09.2021,46.21442,32.13099,7,SE,0,1,0,0,0,3,21,34,21,29,21,25.2,6.016643583,90,0,90,0,0,0,0,0,100,0,0,1,1,3,4,4,2.6,1.516575089,40,flat,saline,0,0,0,0,1,0,0,NA,70.7,10.1,14.28571429,silty loam,NA,20,76.4,3.6,7.31,NA,49.2,0.1008,NA,2.652,NA,2.21,NA,1.992,2.3904,NA,NA,NA,NA,NA,NA,102,0,102,0,0,68,42,29,75,113,56,192,8469,268,-25,293,34,80,231,1,383,39,23,17,114,76,101,89,0.138062548,0.564237021,0,saltmarsh,saline,NA,R64,R6,azonal,saline,199,15
6,UAS21NW,UAS21,NW,DSh,JD,NA,28.05.2021,46.11609,32.85595,aver,NW,0,0,120,2,-0.00903816,6,18,16.5,17.5,25,17,18.8,3.510697936,99,0,98,15,0,5,0,0,100,0,NA,9,14,6,11,17.5,11.5,4.444097209,70,flat area,sandy,0,1,0,0,0,NA,1,"low-ntensity grazing, cattle",156.9,14.3,9.114085405,sandy loam,NA,65,26.4,8.6,7.05,NA,94.8,0.6318,NA,1.723,NA,1.435833333,NA,1.344,1.6128,NA,NA,NA,NA,NA,NA,191.78,0,176.379,15.4,0,53,37,28,72,113,60,202,8505,273,-27,299,226,26,232,1,389,39,26,14,112,81,99,87,8.755122951,13.70719424,0.001,mesic hemipsammophytic grassland,dry,NA,R11,R1,azonal,sandy,454,NA
6,UAS21SE,UAS21,SE,OK,ID,NA,28.05.2021,46.116,32.85609,aver,SE,0,1,135,3,3.21e-18,4,20,24,27,17,20.5,21.7,3.866522986,98,0,98,15,0,0,0,0,100,0,NA,8,9,19,9,9,10.8,4.604345773,95,NA,sandy,0,1,0,0,0,NA,1,"low-ntensity grazing, cattle",133.4,13.9,10.4197901,sandy loam,NA,64,27.9,8.1,7.1,NA,88.9,0.6408,NA,1.764,NA,1.47,NA,1.38,1.656,NA,NA,NA,NA,NA,NA,152.696,0,137.596,15.1,0,53,37,28,72,113,60,202,8505,273,-27,299,226,26,232,1,389,39,26,14,112,81,99,87,8.929824561,13.77105832,0,mesic hemipsammophytic grassland,dry,NA,R11,R1,azonal,sandy,454,NA
6,UAS22NW,UAS22,NW,ID,JD,NA,28.05.2021,46.13192,32.22744,aver,NW,0,0,0,4,-0.049445723,2.5,63,81,35,58,56,58.6,16.47118696,45,13,35,0.001,3,70,0,40,60,63,NA,33,0,6.5,8,40,17.5,17.77638883,80,slope of a dune,sandy,0,0,0,0,1,NA,0,"recreation, low intensity",119.1,26.1,21.91435768,sand,NA,91.5,8.1,0.4,8.41,NA,101.9,0.7838,NA,0.914,NA,0.761666667,NA,0.444,0.5328,NA,NA,NA,NA,NA,NA,48.153,0,48.151,0.002,0,42,42,28,70,114,53,183,8397,266,-22,288,36,80,231,3,383,40,24,16,116,76,100,89,0.084566596,4.8240805,0,coastal dune,dry,NA,R11,R1,azonal,sandy,0,NA
6,UAS22SE,UAS22,SE,OK,IM,NA,28.05.2021,46.13182,32.22755,aver,SE,0,1,155,6,0.035947766,9,51,52,52,54,56,53,2,30,0,30,0,0,25,0,5,95,0,NA,2.8,38,29.5,25.5,1.5,19.46,16.44028589,28,upper part slope of a dune,sandy,0,0,0,0,1,NA,0,"recreation, low intensity",139.2,20.5,14.72701149,sand,NA,99.5,0.1,0.4,8.51,NA,92.1,0.9042,NA,1.022,NA,0.851666667,NA,0.48,0.576,NA,NA,NA,NA,NA,NA,34.14,0,34.14,0,0,42,42,28,70,114,53,183,8397,266,-22,288,36,80,231,3,383,40,24,16,116,76,100,89,0.084033613,4.89378688,0,coastal dune,dry,NA,R11,R1,azonal,sandy,0,NA
6,UAS26NW,UAS26,NW,ID,JD,MZ,30.05.2021,46.46909,31.67634,aver,NW,0,0.1,205,4,0.065709709,6,61,75,47,52,42,55.4,13.01153335,75,0,20,60,0.1,15,0,0,100,0,NA,3,12,0.5,4,18,7.5,7.280109889,64,NA,sandy,0,1,0,0,0,NA,1,"extensive grazing, horses",111.5,13.2,11.83856502,sand,NA,93.5,4.7,1.8,6.53,NA,74.9,0.1794,NA,0.431,NA,0.359166667,NA,0.324,0.3888,NA,NA,NA,NA,NA,NA,114.712,0,28.362,86.35,0,59,39,29,72,110,66,215,8643,273,-34,307,225,134,230,-4,387,41,20,19,119,73,103,90,1.430479183,0.739884393,0,sandy grassland,dry,NA,R11,R1,azonal,sandy,520,6
6,UAS26SE,UAS26,SE,OK,IM,MZ,30.05.2021,46.469,31.67645,aver,SE,0,0.1,30,4,-0.067544114,4.5,57,57,62,65,67,61.6,4.5607017,45,0,30,35,0,15,0,0,100,0,NA,3,3.5,4.5,27,7,9,10.17963654,67,apper part of  Kuchugur,sandy,0,1,0,0,0,NA,1,"extensive grazing, horses",110.9,13.2,11.90261497,sand,NA,94,3.7,2.3,6.4,NA,62.6,0.1499,NA,0.353,NA,0.294166667,NA,0.264,0.3168,NA,NA,NA,NA,NA,NA,72.16,0,51.86,20.3,0,59,39,29,72,110,66,215,8643,273,-34,307,225,134,230,-4,387,41,20,19,119,73,103,90,1.436119874,0.740707768,0,sandy grassland,dry,NA,R11,R1,azonal,sandy,520,6
6,UAS27NW,UAS27,NW,ID,JD,MZ,30.05.2021,46.44895,31.68524,aver,NW,0,0.1,-1,0,0,5,51,48,49,38,42,45.6,5.412947441,60,0,16,50,0,15,0,3,100,0,NA,0,3,0,2.5,1.5,1.4,1.387443693,30,NA,sandy,0,1,0,0,0,NA,1,grazing,96.8,12.4,12.80991736,sand,NA,90,8.7,1.3,6.86,NA,53.8,0.0836,NA,0.23,NA,0.191666667,NA,0.18,0.216,NA,NA,NA,NA,NA,NA,67.601,0,16.001,51.6,0,61,37,21,70,111,65,212,8627,273,-33,306,225,135,230,-3,385,41,20,19,119,73,101,90,0.015025042,1.284202274,0,coastal dune,dry,NA,R11,R1,azonal,sandy,520,NA
6,UAS27SE,UAS27,SE,NS,DSh,MZ,30.05.2021,46.448897,31.685325,0.2,SE,0,1,0,0,0,7,49,46,47,41,41,44.8,3.633180425,65,0,17,52,0,2,0,0,100,0,NA,9,7,4,0,1,4.2,3.834057903,32,slope,sandy,0,1,0,0,0,NA,1,grazing,117.2,14,11.94539249,sand,NA,90.5,8.2,1.3,7.12,NA,59.1,0.0772,NA,0.166,NA,0.138333333,NA,0.12,0.144,NA,NA,NA,NA,NA,NA,54.9,0,16.9,38,0,61,37,21,70,111,65,212,8627,273,-33,306,225,135,230,-3,385,41,20,19,119,73,101,90,0.015151515,1.281188893,0,coastal dune,dry,NA,R11,R1,azonal,sandy,520,NA
6,UAS32NW,UAS32,NW,JD,ID,MZ,30.05.2021,46.44988,31.68438,aver,NW,0,0.1,-1,0,0,4,36.5,38,36,34,36,36.1,1.431782106,90,0,55,40,0,85,0,0,100,0,NA,4,10.5,13,14,6,9.5,4.358898944,74,flat area,sandy,0,1,0,0,0,NA,1,"low intensity grazing by cattle and horses, trampling",90,13.4,14.88888889,sand,NA,91,8.6,0.4,7.15,NA,126.5,0.1645,NA,0.434,NA,0.361666667,NA,0.336,0.4032,NA,NA,NA,NA,NA,NA,102.278,0,61.276,41.002,0,57,38,23,71,111,65,213,8634,273,-33,306,225,135,230,-4,385,41,20,19,119,73,101,90,0.014446228,1.245627376,0,mesic hemipsammophytic grassland,dry,NA,R11,R1,azonal,sandy,520,NA
6,UAS32SE,UAS32,SE,NS,DSh,MZ,30.05.2021,46.449779,31.684478,0.2,SE,0,1,0,0,0,3,38,37,35,42,41,38.6,2.880972058,85,0,55,75,0,75,0,0,100,0,NA,19,16,12,19,14,16,3.082207001,66,NA,sandy,0,1,0,0,0,NA,1,"low intensity grazing by cattle and horses, trampling",133.3,13.4,10.05251313,sand,NA,94,5.8,0.2,7.16,NA,113.7,0.104,NA,0.326,NA,0.271666667,NA,0.264,0.3168,NA,NA,NA,NA,NA,NA,127.64,0,52.64,75,0,57,38,23,71,111,65,212,8627,273,-33,306,225,135,230,-3,385,41,20,19,119,73,101,90,0.01453958,1.251815055,0,mesic hemipsammophytic grassland,dry,NA,R11,R1,azonal,sandy,520,NA
6,UAS33NW,UAS33,NW,OB,OH,MZ,30.05.2021,46.538015,31.726558,0.3,NW,0,4,25,2,-0.032814789,NA,85,61,59,56,58,63.8,11.98749348,80,0,40,70,0,1,0,0,100,0,NA,34,6,6,20,11,15.4,11.86591758,80,Upper slope,sandy,0,1,0,0,0,NA,2,grazing,143.3,12.5,8.722958828,sand,NA,90,6.4,3.6,7.71,NA,87.4,0.1304,NA,0.438,NA,0.365,NA,0.36,0.432,NA,NA,NA,NA,NA,NA,119.61,0,49.31,70.3,0,22,35,30,73,109,69,221,8703,275,-37,312,224,133,230,-6,405,44,21,20,128,76,110,93,0.033953112,0.104908736,0,sandy grassland,dry,NA,R11,R1,azonal,sandy,225,13
6,UAS33SE,UAS33,SE,MZ,AK,MZ,30.05.2021,46.537925,31.726853,aver,SE,0,1,90,2,-0.024692713,6,72,58,65,66,59,64,5.700877125,70,0,50,60,NA,NA,NA,NA,NA,0,NA,53,19,6,21,41,28,18.76166304,NA,Upper slope,sandy,0,1,0,0,0,NA,2,grazing,129.4,13.1,10.1236476,sand,NA,89.5,9.6,0.9,7.53,NA,62.9,0.1636,NA,0.47,NA,0.391666667,NA,0.372,0.4464,NA,NA,NA,NA,NA,NA,102.35,0,46.75,55.6,0,22,35,30,73,109,69,221,8703,275,-37,312,224,133,230,-6,405,44,21,20,128,76,110,93,0.033980583,0.10439076,0,sandy grassland,dry,NA,R11,R1,azonal,sandy,225,13
6,UAS35NW,UAS35,NW,ID,JD,MZ,31.05.2021,46.47506,31.92368,aver,NW,0,4,325,5,-0.015192247,9,58,64,67,54,69,62.4,6.268971207,80,4,28,65,0,15,0,0,100,80,NA,64,1.5,2.5,12.5,0.5,16.2,27.15142722,76,slope of a dune,sandy,0,0,0,0,1,NA,0,abandonment,116.9,0.4,0.342172797,sand,NA,98.2,0,1.8,7.7,NA,104.5,0.1385,NA,0.275,NA,0.229166667,NA,0.192,0.2304,NA,NA,NA,NA,NA,NA,109.902,4,38.402,67.5,0,24,36,29,72,110,68,218,8685,275,-35,310,194,23,230,-5,394,42,21,19,120,77,105,90,0.007692308,0.30475921500000003,4,sandy grassland,dry,NA,R11,R1,azonal,sandy,285,12
6,UAS35SE,UAS35,SE,OK,RG,MZ,31.05.2021,46.47495,31.92376,aver,SE,0,2,25,7,-0.115379746,9,72,68,70,68,71,69.8,1.788854382,70,18,25,60,0,3,0,0,100,74,NA,5,15,4,25,2,10.2,9.679876032,45,slope,sandy,0,0,0,0,1,NA,0,abandonment,98.5,1.2,1.218274112,sand,NA,98.6,0.1,1.3,7.31,NA,82,0.1635,NA,0.398,NA,0.331666667,NA,0.3,0.36,NA,NA,NA,NA,NA,NA,107.826,8,36.526,63.3,0,24,36,29,72,110,68,218,8685,275,-35,310,194,23,230,-5,394,42,21,19,120,77,105,90,0.007682458,0.29079616,8,sandy grassland,dry,NA,R11,R1,azonal,sandy,285,12
6,UAS37NW,UAS37,NW,OK,IM,MZ,30.05.2021,46.449238,31.683934,0.3,NW,0,-4,0,0,0,4.5,70,57.5,57,50.5,53,57.6,7.511657607,20,0,20,0,0,3,0,0,100,0,NA,0,5.5,13,0,4,4.5,5.338539126,55,NA,sandy,0,0,0,0,1,NA,0,"abandonment, recreation",79.7,0.1,0.125470514,sand,NA,100,0,0,7.99,NA,92.8,2.1311,NA,1.344,NA,1.12,NA,0.066,0.0792,NA,NA,NA,NA,NA,NA,27.1,0,27.1,0,0,57,38,23,71,111,65,212,8627,273,-33,306,225,135,230,-3,385,41,20,19,119,73,101,90,0.014950166,1.273716952,0,coastal dune,dry,NA,R11,R1,azonal,sandy,520,NA
6,UAS37SE,UAS37,SE,KK,DV,MZ,30.05.2021,46.449238,31.683934,0.3,SE,0,1,0,0,0,5,17,20,36,10,18,20.2,9.602083107,15,0,15,0,0,3,0,0,100,0,NA,17,20,36,10,18,20.2,9.602083107,97,NA,sandy,0,0,0,0,1,NA,0,"abandonment, recreation",NA,0.1,0.125470514,sand,NA,100,0,0,7.99,NA,92.8,2.1311,NA,1.344,NA,1.12,NA,0.066,0.0792,NA,NA,NA,NA,NA,NA,16.311,0,16.311,0,0,57,38,23,71,111,65,212,8627,273,-33,306,225,135,230,-3,385,41,20,19,119,73,101,90,0.014950166,1.273716952,0,coastal dune,dry,NA,R11,R1,azonal,sandy,520,NA
