dataset,layer,group,species,series,subplot,scale,response,value
6,H,VP,Cerastium fontanum subsp. vulgare,UAS01,x,100,cover,1
6,H,VP,Cerastium gracile,UAS26,NW,1,p/a,1
6,H,VP,Cerastium gracile,UAS26,NW,10,cover,0.2
6,H,VP,Cerastium gracile,UAS26,SE,10,cover,0.01
6,H,VP,Cerastium gracile,UAS26,x,100,cover,0.105
6,H,VP,Cerastium gracile,UAS33,NW,0.1,p/a,1
6,H,VP,Cerastium gracile,UAS33,NW,1,p/a,1
6,H,VP,Cerastium gracile,UAS33,NW,10,cover,2
6,H,VP,Cerastium gracile,UAS33,SE,0.001,p/a,1
6,H,VP,Cerastium gracile,UAS33,SE,0.01,p/a,1
6,H,VP,Cerastium gracile,UAS33,SE,0.1,p/a,1
6,H,VP,Cerastium gracile,UAS33,SE,1,p/a,1
6,H,VP,Cerastium gracile,UAS33,SE,10,cover,2
6,H,VP,Cerastium gracile,UAS33,x,100,cover,2
6,H,VP,Cerastium gracile,UAS35,NW,0.1,p/a,1
6,H,VP,Cerastium gracile,UAS35,NW,1,p/a,1
6,H,VP,Cerastium gracile,UAS35,NW,10,cover,7
6,H,VP,Cerastium gracile,UAS35,SE,0.1,p/a,1
6,H,VP,Cerastium gracile,UAS35,SE,1,p/a,1
6,H,VP,Cerastium gracile,UAS35,SE,10,cover,4
6,H,VP,Cerastium gracile,UAS35,x,100,cover,5.5
6,H,VP,Cerastium gracile,UAS40,NW,0.01,p/a,1
6,H,VP,Cerastium gracile,UAS40,NW,0.1,p/a,1
6,H,VP,Cerastium gracile,UAS40,NW,1,p/a,1
6,H,VP,Cerastium gracile,UAS40,NW,10,cover,1
6,H,VP,Cerastium gracile,UAS40,SE,0.01,p/a,1
6,H,VP,Cerastium gracile,UAS40,SE,0.1,p/a,1
6,H,VP,Cerastium gracile,UAS40,SE,1,p/a,1
6,H,VP,Cerastium gracile,UAS40,SE,10,cover,0.8
6,H,VP,Cerastium gracile,UAS40,x,100,cover,0.9
6,H,VP,Cerastium gracile,UAS43,NW,0.1,p/a,1
6,H,VP,Cerastium gracile,UAS43,NW,1,p/a,1
6,H,VP,Cerastium gracile,UAS43,NW,10,cover,3
6,H,VP,Cerastium gracile,UAS43,SE,0.01,p/a,1
6,H,VP,Cerastium gracile,UAS43,SE,0.1,p/a,1
6,H,VP,Cerastium gracile,UAS43,SE,1,p/a,1
6,H,VP,Cerastium gracile,UAS43,SE,10,cover,3
6,H,VP,Cerastium gracile,UAS43,x,100,cover,3
6,H,VP,Cerastium gracile,UAS44,NW,0.1,p/a,1
6,H,VP,Cerastium gracile,UAS44,NW,1,p/a,1
6,H,VP,Cerastium gracile,UAS44,NW,10,cover,5
6,H,VP,Cerastium gracile,UAS44,SE,10,cover,3
6,H,VP,Cerastium gracile,UAS44,x,100,cover,4
6,H,VP,Cerastium gracile,UAS46,NW,10,cover,0.2
6,H,VP,Cerastium gracile,UAS46,SE,10,cover,0.01
6,H,VP,Cerastium gracile,UAS46,x,100,cover,0.105
6,H,VP,Cerastium gracile,UAS47,SE,10,cover,0.25
6,H,VP,Cerastium gracile,UAS47,x,100,cover,0.125
6,H,VP,Cerastium pumilum,UAS19,NW,0.1,p/a,1
6,H,VP,Cerastium pumilum,UAS19,NW,1,p/a,1
6,H,VP,Cerastium pumilum,UAS19,NW,10,cover,0.5
6,H,VP,Cerastium pumilum,UAS19,SE,1,p/a,1
6,H,VP,Cerastium pumilum,UAS19,SE,10,cover,0.001
6,H,VP,Cerastium pumilum,UAS19,x,100,cover,0.2505
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS01,NW,0.01,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS01,NW,0.1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS01,NW,1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS01,NW,10,cover,7
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS01,SE,0.0001,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS01,SE,0.001,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS01,SE,0.01,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS01,SE,0.1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS01,SE,1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS01,SE,10,cover,0.1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS01,x,100,cover,3.55
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS02,SE,10,cover,0.01
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS02,x,100,cover,0.005
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS03,NW,0.0001,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS03,NW,0.001,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS03,NW,0.01,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS03,NW,0.1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS03,NW,1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS03,NW,10,cover,4
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS03,SE,0.001,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS03,SE,0.01,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS03,SE,0.1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS03,SE,1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS03,SE,10,cover,3
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS03,x,100,cover,3.5
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS04,x,100,cover,0.001
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS06,NW,0.1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS06,NW,1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS06,NW,10,cover,0.5
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS06,SE,10,cover,0.1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS06,x,100,cover,0.3
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS09,NW,0.001,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS09,NW,0.01,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS09,NW,0.1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS09,NW,1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS09,NW,10,cover,0.5
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS09,SE,0.0001,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS09,SE,0.001,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS09,SE,0.01,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS09,SE,0.1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS09,SE,1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS09,SE,10,cover,3
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS09,x,100,cover,1.75
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS10,NW,0.01,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS10,NW,0.1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS10,NW,1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS10,NW,10,cover,0.1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS10,SE,1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS10,SE,10,cover,0.1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS10,x,100,cover,0.1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS12,NW,0.01,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS12,NW,0.1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS12,NW,1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS12,NW,10,cover,5
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS12,SE,0.0001,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS12,SE,0.001,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS12,SE,0.01,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS12,SE,0.1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS12,SE,1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS12,SE,10,cover,20
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS12,x,100,cover,12.5
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS13,NW,0.1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS13,NW,1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS13,NW,10,cover,0.2
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS13,SE,1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS13,SE,10,cover,2
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS13,x,100,cover,1.1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS15,N,0.01,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS15,N,0.1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS15,N,1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS15,N,10,cover,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS15,x,100,cover,0.5
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS16,NW,0.0001,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS16,NW,0.001,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS16,NW,0.01,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS16,NW,0.1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS16,NW,1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS16,NW,10,cover,5
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS16,SE,0.0001,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS16,SE,0.001,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS16,SE,0.01,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS16,SE,0.1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS16,SE,1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS16,SE,10,cover,15
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS16,x,100,cover,10
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS17,NW,0.0001,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS17,NW,0.001,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS17,NW,0.01,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS17,NW,0.1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS17,NW,1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS17,NW,10,cover,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS17,SE,0.0001,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS17,SE,0.001,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS17,SE,0.01,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS17,SE,0.1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS17,SE,1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS17,SE,10,cover,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS17,x,100,cover,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS18,NE,1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS18,NE,10,cover,1.5
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS18,SW,0.1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS18,SW,1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS18,SW,10,cover,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS18,x,100,cover,1.25
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS21,NW,0.1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS21,NW,1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS21,NW,10,cover,0.3
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS21,SE,0.1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS21,SE,1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS21,SE,10,cover,0.01
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS21,x,100,cover,0.155
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS23,NW,0.001,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS23,NW,0.01,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS23,NW,0.1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS23,NW,1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS23,NW,10,cover,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS23,SE,0.01,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS23,SE,0.1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS23,SE,1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS23,SE,10,cover,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS23,x,100,cover,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS24,SE,0.1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS24,SE,1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS24,SE,10,cover,0.3
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS24,x,100,cover,0.15
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS25,NW,0.01,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS25,NW,0.1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS25,NW,1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS25,NW,10,cover,0.01
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS25,SE,0.0001,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS25,SE,0.001,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS25,SE,0.01,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS25,SE,0.1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS25,SE,1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS25,SE,10,cover,3
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS25,x,100,cover,1.505
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS28,NW,0.0001,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS28,NW,0.001,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS28,NW,0.01,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS28,NW,0.1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS28,NW,1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS28,NW,10,cover,15
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS28,SE,0.0001,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS28,SE,0.001,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS28,SE,0.01,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS28,SE,0.1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS28,SE,1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS28,SE,10,cover,7
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS28,x,100,cover,11
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS29,NW,0.1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS29,NW,1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS29,NW,10,cover,0.3
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS29,SE,0.001,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS29,SE,0.01,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS29,SE,0.1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS29,SE,1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS29,SE,10,cover,5
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS29,x,100,cover,2.65
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS30,NW,0.1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS30,NW,1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS30,NW,10,cover,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS30,SE,0.1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS30,SE,1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS30,SE,10,cover,10
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS30,x,100,cover,5.5
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS31,NW,1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS31,NW,10,cover,0.1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS31,SE,0.1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS31,SE,1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS31,SE,10,cover,0.1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS31,x,100,cover,0.1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS34,NW,0.001,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS34,NW,0.01,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS34,NW,0.1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS34,NW,1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS34,NW,10,cover,7
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS34,SE,0.1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS34,SE,1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS34,SE,10,cover,5
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS34,x,100,cover,6
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS36,NW,0.0001,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS36,NW,0.001,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS36,NW,0.01,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS36,NW,0.1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS36,NW,1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS36,NW,10,cover,2
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS36,SE,0.0001,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS36,SE,0.001,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS36,SE,0.01,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS36,SE,0.1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS36,SE,1,p/a,1
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS36,SE,10,cover,5
6,H,VP,Cerastium pumilum subsp. glutinosum,UAS36,x,100,cover,3.5
6,H,VP,Cerastium semidecandrum,UAS02,SE,10,cover,0.01
6,H,VP,Cerastium semidecandrum,UAS02,x,100,cover,0.005
6,H,VP,Cerastium semidecandrum,UAS06,SE,0.001,p/a,1
6,H,VP,Cerastium semidecandrum,UAS06,SE,0.01,p/a,1
6,H,VP,Cerastium semidecandrum,UAS06,SE,0.1,p/a,1
6,H,VP,Cerastium semidecandrum,UAS06,SE,1,p/a,1
6,H,VP,Cerastium semidecandrum,UAS06,SE,10,cover,0.1
6,H,VP,Cerastium semidecandrum,UAS06,x,100,cover,0.05
6,H,VP,Cerastium semidecandrum,UAS09,NW,0.001,p/a,1
6,H,VP,Cerastium semidecandrum,UAS09,NW,0.01,p/a,1
6,H,VP,Cerastium semidecandrum,UAS09,NW,0.1,p/a,1
6,H,VP,Cerastium semidecandrum,UAS09,NW,1,p/a,1
6,H,VP,Cerastium semidecandrum,UAS09,NW,10,cover,0.5
6,H,VP,Cerastium semidecandrum,UAS09,x,100,cover,0.25
6,H,VP,Cerastium semidecandrum,UAS10,SE,10,cover,0.1
6,H,VP,Cerastium semidecandrum,UAS10,x,100,cover,0.05
6,H,VP,Cerastium semidecandrum,UAS15,x,100,cover,0.1
6,H,VP,Cerastium semidecandrum,UAS17,NW,0.1,p/a,1
6,H,VP,Cerastium semidecandrum,UAS17,NW,1,p/a,1
6,H,VP,Cerastium semidecandrum,UAS17,NW,10,cover,0.5
6,H,VP,Cerastium semidecandrum,UAS17,SE,10,cover,0.1
6,H,VP,Cerastium semidecandrum,UAS17,x,100,cover,0.3
6,H,VP,Cerastium semidecandrum,UAS18,NE,10,cover,0.5
6,H,VP,Cerastium semidecandrum,UAS18,x,100,cover,0.25
6,H,VP,Cerastium semidecandrum,UAS19,NW,1,p/a,1
6,H,VP,Cerastium semidecandrum,UAS19,NW,10,cover,0.1
6,H,VP,Cerastium semidecandrum,UAS19,SE,0.1,p/a,1
6,H,VP,Cerastium semidecandrum,UAS19,SE,1,p/a,1
6,H,VP,Cerastium semidecandrum,UAS19,SE,10,cover,0.001
6,H,VP,Cerastium semidecandrum,UAS19,x,100,cover,0.0505
6,H,VP,Cerastium semidecandrum,UAS21,NW,0.0001,p/a,1
6,H,VP,Cerastium semidecandrum,UAS21,NW,0.001,p/a,1
6,H,VP,Cerastium semidecandrum,UAS21,NW,0.01,p/a,1
6,H,VP,Cerastium semidecandrum,UAS21,NW,0.1,p/a,1
6,H,VP,Cerastium semidecandrum,UAS21,NW,1,p/a,1
6,H,VP,Cerastium semidecandrum,UAS21,NW,10,cover,8
6,H,VP,Cerastium semidecandrum,UAS21,SE,0.0001,p/a,1
6,H,VP,Cerastium semidecandrum,UAS21,SE,0.001,p/a,1
6,H,VP,Cerastium semidecandrum,UAS21,SE,0.01,p/a,1
6,H,VP,Cerastium semidecandrum,UAS21,SE,0.1,p/a,1
6,H,VP,Cerastium semidecandrum,UAS21,SE,1,p/a,1
6,H,VP,Cerastium semidecandrum,UAS21,SE,10,cover,10
6,H,VP,Cerastium semidecandrum,UAS21,x,100,cover,9
6,H,VP,Cerastium semidecandrum,UAS25,NW,0.1,p/a,1
6,H,VP,Cerastium semidecandrum,UAS25,NW,1,p/a,1
6,H,VP,Cerastium semidecandrum,UAS25,NW,10,cover,0.01
6,H,VP,Cerastium semidecandrum,UAS25,x,100,cover,0.005
6,H,VP,Cerastium semidecandrum,UAS31,NW,10,cover,0.1
6,H,VP,Cerastium semidecandrum,UAS31,SE,0.1,p/a,1
6,H,VP,Cerastium semidecandrum,UAS31,SE,1,p/a,1
6,H,VP,Cerastium semidecandrum,UAS31,SE,10,cover,0.1
6,H,VP,Cerastium semidecandrum,UAS31,x,100,cover,0.1
6,H,VP,Cerastium semidecandrum,UAS32,NW,10,cover,0.05
6,H,VP,Cerastium semidecandrum,UAS32,SE,0.1,p/a,1
6,H,VP,Cerastium semidecandrum,UAS32,SE,1,p/a,1
6,H,VP,Cerastium semidecandrum,UAS32,SE,10,cover,0.1
6,H,VP,Cerastium semidecandrum,UAS32,x,100,cover,0.075
6,H,VP,Cerastium semidecandrum,UAS41,NW,1,p/a,1
6,H,VP,Cerastium semidecandrum,UAS41,NW,10,cover,0.2
6,H,VP,Cerastium semidecandrum,UAS41,SE,1,p/a,1
6,H,VP,Cerastium semidecandrum,UAS41,SE,10,cover,0.5
6,H,VP,Cerastium semidecandrum,UAS41,x,100,cover,0.35
6,H,VP,Cerastium semidecandrum,UAS45,NW,0.1,p/a,1
6,H,VP,Cerastium semidecandrum,UAS45,NW,1,p/a,1
6,H,VP,Cerastium semidecandrum,UAS45,NW,10,cover,3
6,H,VP,Cerastium semidecandrum,UAS45,SE,1,p/a,1
6,H,VP,Cerastium semidecandrum,UAS45,SE,10,cover,1
6,H,VP,Cerastium semidecandrum,UAS45,x,100,cover,2
6,H,VP,Cerastium semidecandrum,UAS47,NW,10,cover,0.001
6,H,VP,Cerastium semidecandrum,UAS47,SE,10,cover,0.1
6,H,VP,Cerastium semidecandrum,UAS47,x,100,cover,0.0505
6,H,VP,Cerastium semidecandrum,UAS48,NW,0.1,p/a,1
6,H,VP,Cerastium semidecandrum,UAS48,NW,1,p/a,1
6,H,VP,Cerastium semidecandrum,UAS48,NW,10,cover,2
6,H,VP,Cerastium semidecandrum,UAS48,SE,10,cover,1
6,H,VP,Cerastium semidecandrum,UAS48,x,100,cover,1.5
6,H,VP,Cerastium semidecandrum,UAS55,NW,1,p/a,1
6,H,VP,Cerastium semidecandrum,UAS55,NW,10,cover,0.1
6,H,VP,Cerastium semidecandrum,UAS55,SE,1,p/a,1
6,H,VP,Cerastium semidecandrum,UAS55,SE,10,cover,0.02
6,H,VP,Cerastium semidecandrum,UAS55,x,100,cover,0.06
6,H,VP,Ceratocephala orthoceras,UAS05,NW,1,p/a,1
6,H,VP,Ceratocephala orthoceras,UAS05,NW,10,cover,0.01
6,H,VP,Ceratocephala orthoceras,UAS05,x,100,cover,0.005
6,H,VP,Ceratocephala orthoceras,UAS14,SE,1,p/a,1
6,H,VP,Ceratocephala orthoceras,UAS14,SE,10,cover,0.001
6,H,VP,Ceratocephala orthoceras,UAS14,x,100,cover,5e-4
6,H,VP,Chenopodium album,UAS45,NW,10,cover,0.25
6,H,VP,Chenopodium album,UAS45,x,100,cover,0.125
6,H,VP,Chondrilla juncea,UAS26,NW,10,cover,0.3
6,H,VP,Chondrilla juncea,UAS26,SE,1,p/a,1
6,H,VP,Chondrilla juncea,UAS26,SE,10,cover,0.3
6,H,VP,Chondrilla juncea,UAS26,x,100,cover,0.3
6,H,VP,Chondrilla juncea,UAS33,NW,10,cover,0.1
6,H,VP,Chondrilla juncea,UAS33,SE,1,p/a,1
6,H,VP,Chondrilla juncea,UAS33,SE,10,cover,0.01
6,H,VP,Chondrilla juncea,UAS33,x,100,cover,0.055
6,H,VP,Chondrilla juncea,UAS35,NW,10,cover,0.5
6,H,VP,Chondrilla juncea,UAS35,SE,1,p/a,1
6,H,VP,Chondrilla juncea,UAS35,SE,10,cover,0.7
6,H,VP,Chondrilla juncea,UAS35,x,100,cover,0.6
6,H,VP,Chondrilla juncea,UAS40,NW,0.001,p/a,1
6,H,VP,Chondrilla juncea,UAS40,NW,0.01,p/a,1
6,H,VP,Chondrilla juncea,UAS40,NW,0.1,p/a,1
6,H,VP,Chondrilla juncea,UAS40,NW,1,p/a,1
6,H,VP,Chondrilla juncea,UAS40,NW,10,cover,0.3
6,H,VP,Chondrilla juncea,UAS40,SE,10,cover,0.8
6,H,VP,Chondrilla juncea,UAS40,x,100,cover,0.55
6,H,VP,Chondrilla juncea,UAS43,SE,1,p/a,1
6,H,VP,Chondrilla juncea,UAS43,SE,10,cover,0.1
6,H,VP,Chondrilla juncea,UAS43,x,100,cover,0.05
