series,species,subplot,scale,response,value
UAS48,eryngium campestre,x,100,cover,5.5
UAS51,eryngium campestre,NW,10,cover,0.7
UAS51,eryngium campestre,x,100,cover,0.35
UAS27,eryngium maritimum,SE,10,cover,0.7
UAS27,eryngium maritimum,x,100,cover,0.35
UAS37,eryngium maritimum,NW,10,cover,7
UAS37,eryngium maritimum,SE,0.01,p/a,1
UAS37,eryngium maritimum,SE,0.1,p/a,1
UAS37,eryngium maritimum,SE,1,p/a,1
UAS37,eryngium maritimum,SE,10,cover,3
UAS37,eryngium maritimum,x,100,cover,5
UAS39,eryngium maritimum,NW,1,p/a,1
UAS39,eryngium maritimum,NW,10,cover,0.8
UAS39,eryngium maritimum,SE,10,cover,0.5
UAS39,eryngium maritimum,x,100,cover,0.65
UAS19,eryngium planum,x,100,cover,0.01
UAS51,erysimum diffusum,SE,10,cover,0.002
UAS51,erysimum diffusum,x,100,cover,0.001
UAS44,erysimum repandum,NW,1,p/a,1
UAS44,erysimum repandum,NW,10,cover,0.8
UAS44,erysimum repandum,SE,10,cover,0.1
UAS44,erysimum repandum,x,100,cover,0.45
UAS04,euphorbia leptocaula,NW,1,p/a,1
UAS04,euphorbia leptocaula,NW,10,cover,0.1
UAS04,euphorbia leptocaula,SE,0.1,p/a,1
UAS04,euphorbia leptocaula,SE,1,p/a,1
UAS04,euphorbia leptocaula,SE,10,cover,1
UAS04,euphorbia leptocaula,x,100,cover,0.55
UAS05,euphorbia leptocaula,NW,1,p/a,1
UAS05,euphorbia leptocaula,NW,10,cover,1
UAS05,euphorbia leptocaula,x,100,cover,0.5
UAS13,euphorbia leptocaula,NW,1e-4,p/a,1
UAS13,euphorbia leptocaula,NW,0.001,p/a,1
UAS13,euphorbia leptocaula,NW,0.01,p/a,1
UAS13,euphorbia leptocaula,NW,0.1,p/a,1
UAS13,euphorbia leptocaula,NW,1,p/a,1
UAS13,euphorbia leptocaula,NW,10,cover,0.1
UAS13,euphorbia leptocaula,SE,0.01,p/a,1
UAS13,euphorbia leptocaula,SE,0.1,p/a,1
UAS13,euphorbia leptocaula,SE,1,p/a,1
UAS13,euphorbia leptocaula,SE,10,cover,0.5
UAS13,euphorbia leptocaula,x,100,cover,0.3
UAS19,euphorbia leptocaula,NW,10,cover,0.1
UAS19,euphorbia leptocaula,SE,0.1,p/a,1
UAS19,euphorbia leptocaula,SE,1,p/a,1
UAS19,euphorbia leptocaula,SE,10,cover,0.2
UAS19,euphorbia leptocaula,x,100,cover,0.15
UAS50,euphorbia stepposa,NW,10,cover,0.7
UAS50,euphorbia stepposa,SE,10,cover,0.5
UAS50,euphorbia stepposa,x,100,cover,0.6
UAS51,euphorbia stepposa,NW,1,p/a,1
UAS51,euphorbia stepposa,NW,10,cover,0.1
UAS51,euphorbia stepposa,x,100,cover,0.05
UAS02,euphorbia seguieriana,NW,1,p/a,1
UAS02,euphorbia seguieriana,NW,10,cover,1
UAS02,euphorbia seguieriana,SE,0.1,p/a,1
UAS02,euphorbia seguieriana,SE,1,p/a,1
UAS02,euphorbia seguieriana,SE,10,cover,4
UAS02,euphorbia seguieriana,x,100,cover,2.5
UAS05,euphorbia seguieriana,NW,0.1,p/a,1
UAS05,euphorbia seguieriana,NW,1,p/a,1
UAS05,euphorbia seguieriana,NW,10,cover,3
UAS05,euphorbia seguieriana,SE,0.1,p/a,1
UAS05,euphorbia seguieriana,SE,1,p/a,1
UAS05,euphorbia seguieriana,SE,10,cover,1
UAS05,euphorbia seguieriana,x,100,cover,2
UAS09,euphorbia seguieriana,SE,0.1,p/a,1
UAS09,euphorbia seguieriana,SE,1,p/a,1
UAS09,euphorbia seguieriana,SE,10,cover,0.01
UAS09,euphorbia seguieriana,x,100,cover,0.005
UAS11,euphorbia seguieriana,SW,10,cover,0.01
UAS11,euphorbia seguieriana,x,100,cover,0.005
UAS14,euphorbia seguieriana,NW,10,cover,0.1
UAS14,euphorbia seguieriana,SE,1,p/a,1
UAS14,euphorbia seguieriana,SE,10,cover,0.01
UAS14,euphorbia seguieriana,x,100,cover,0.055
UAS21,euphorbia seguieriana,NW,0.1,p/a,1
UAS21,euphorbia seguieriana,NW,1,p/a,1
UAS21,euphorbia seguieriana,NW,10,cover,0.5
UAS21,euphorbia seguieriana,x,100,cover,0.25
UAS26,euphorbia seguieriana,NW,1,p/a,1
UAS26,euphorbia seguieriana,NW,10,cover,2
UAS26,euphorbia seguieriana,SE,1,p/a,1
UAS26,euphorbia seguieriana,SE,10,cover,1
UAS26,euphorbia seguieriana,x,100,cover,1.5
UAS27,euphorbia seguieriana,NW,10,cover,0.001
UAS27,euphorbia seguieriana,SE,10,cover,0.1
UAS27,euphorbia seguieriana,x,100,cover,0.0505
UAS32,euphorbia seguieriana,SE,10,cover,0.5
UAS32,euphorbia seguieriana,x,100,cover,0.25
UAS33,euphorbia seguieriana,NW,1,p/a,1
UAS33,euphorbia seguieriana,NW,10,cover,0.5
UAS33,euphorbia seguieriana,SE,10,cover,0.1
UAS33,euphorbia seguieriana,x,100,cover,0.3
UAS35,euphorbia seguieriana,NW,0.1,p/a,1
UAS35,euphorbia seguieriana,NW,1,p/a,1
UAS35,euphorbia seguieriana,NW,10,cover,0.7
UAS35,euphorbia seguieriana,SE,10,cover,1
UAS35,euphorbia seguieriana,x,100,cover,0.85
UAS40,euphorbia seguieriana,NW,0.1,p/a,1
UAS40,euphorbia seguieriana,NW,1,p/a,1
UAS40,euphorbia seguieriana,NW,10,cover,0.2
UAS40,euphorbia seguieriana,SE,1,p/a,1
UAS40,euphorbia seguieriana,SE,10,cover,1
UAS40,euphorbia seguieriana,x,100,cover,0.6
UAS43,euphorbia seguieriana,NW,10,cover,0.5
UAS43,euphorbia seguieriana,SE,10,cover,0.2
UAS43,euphorbia seguieriana,x,100,cover,0.35
UAS44,euphorbia seguieriana,SE,0.001,p/a,1
UAS44,euphorbia seguieriana,SE,0.01,p/a,1
UAS44,euphorbia seguieriana,SE,0.1,p/a,1
UAS44,euphorbia seguieriana,SE,1,p/a,1
UAS44,euphorbia seguieriana,SE,10,cover,0.1
UAS44,euphorbia seguieriana,x,100,cover,0.05
UAS45,euphorbia seguieriana,SE,1,p/a,1
UAS45,euphorbia seguieriana,SE,10,cover,0.01
UAS45,euphorbia seguieriana,x,100,cover,0.005
UAS46,euphorbia seguieriana,NW,1,p/a,1
UAS46,euphorbia seguieriana,NW,10,cover,0.5
UAS46,euphorbia seguieriana,SE,10,cover,0.01
UAS46,euphorbia seguieriana,x,100,cover,0.255
UAS47,euphorbia seguieriana,SE,10,cover,0.2
UAS47,euphorbia seguieriana,x,100,cover,0.1
UAS48,euphorbia seguieriana,NW,10,cover,0.25
UAS48,euphorbia seguieriana,SE,1,p/a,1
UAS48,euphorbia seguieriana,SE,10,cover,0.01
UAS48,euphorbia seguieriana,x,100,cover,0.13
UAS55,euphorbia seguieriana,x,100,cover,0.01
UAS03,falcaria vulgaris,SE,10,cover,0.001
UAS03,falcaria vulgaris,x,100,cover,5e-4
UAS04,falcaria vulgaris,NW,0.01,p/a,1
UAS04,falcaria vulgaris,NW,0.1,p/a,1
UAS04,falcaria vulgaris,NW,1,p/a,1
UAS04,falcaria vulgaris,NW,10,cover,0.5
UAS04,falcaria vulgaris,SE,10,cover,0.01
UAS04,falcaria vulgaris,x,100,cover,0.255
UAS09,falcaria vulgaris,SE,10,cover,0.5
UAS09,falcaria vulgaris,x,100,cover,0.25
UAS12,falcaria vulgaris,NW,10,cover,0.1
UAS12,falcaria vulgaris,SE,0.1,p/a,1
UAS12,falcaria vulgaris,SE,1,p/a,1
UAS12,falcaria vulgaris,SE,10,cover,0.3
UAS12,falcaria vulgaris,x,100,cover,0.2
UAS13,falcaria vulgaris,x,100,cover,0.01
UAS14,falcaria vulgaris,SE,10,cover,0.05
UAS14,falcaria vulgaris,x,100,cover,0.025
UAS18,falcaria vulgaris,x,100,cover,0.5
UAS19,falcaria vulgaris,NW,1,p/a,1
UAS19,falcaria vulgaris,NW,10,cover,0.1
UAS19,falcaria vulgaris,SE,0.01,p/a,1
UAS19,falcaria vulgaris,SE,0.1,p/a,1
UAS19,falcaria vulgaris,SE,1,p/a,1
UAS19,falcaria vulgaris,SE,10,cover,3
UAS19,falcaria vulgaris,x,100,cover,1.55
UAS24,falcaria vulgaris,x,100,cover,0.001
UAS31,falcaria vulgaris,SE,10,cover,0.15
UAS31,falcaria vulgaris,x,100,cover,0.075
UAS55,falcaria vulgaris,SE,1,p/a,1
UAS55,falcaria vulgaris,SE,10,cover,0.3
UAS55,falcaria vulgaris,x,100,cover,0.15
UAS44,fallopia dumetorum,SE,10,cover,0.01
UAS44,fallopia dumetorum,x,100,cover,0.005
UAS04,ferula caspica,x,100,cover,0.1
UAS06,ferula caspica,NW,10,cover,4
UAS06,ferula caspica,SE,0.1,p/a,1
UAS06,ferula caspica,SE,1,p/a,1
UAS06,ferula caspica,SE,10,cover,1
UAS06,ferula caspica,x,100,cover,2.5
UAS10,ferula caspica,SE,10,cover,1
UAS10,ferula caspica,x,100,cover,0.5
UAS55,ferula caspica,x,100,cover,0.01
UAS33,festuca beckeri,NW,1,p/a,1
UAS33,festuca beckeri,NW,10,cover,2
UAS33,festuca beckeri,SE,10,cover,0.5
UAS33,festuca beckeri,x,100,cover,1.25
UAS35,festuca beckeri,NW,10,cover,4
UAS35,festuca beckeri,SE,10,cover,4
UAS35,festuca beckeri,x,100,cover,4
UAS40,festuca beckeri,NW,1,p/a,1
UAS40,festuca beckeri,NW,10,cover,1.5
UAS40,festuca beckeri,x,100,cover,0.75
UAS43,festuca beckeri,NW,0.1,p/a,1
UAS43,festuca beckeri,NW,1,p/a,1
UAS43,festuca beckeri,NW,10,cover,1
UAS43,festuca beckeri,SE,10,cover,0.7
UAS43,festuca beckeri,x,100,cover,0.85
UAS46,festuca beckeri,NW,1,p/a,1
UAS46,festuca beckeri,NW,10,cover,0.7
UAS46,festuca beckeri,SE,1,p/a,1
UAS46,festuca beckeri,SE,10,cover,1
UAS46,festuca beckeri,x,100,cover,0.85
UAS32,festuca arundinacea,SE,10,cover,0.5
UAS32,festuca arundinacea,x,100,cover,0.25
UAS36,festuca arundinacea,x,100,cover,0.1
UAS41,festuca arundinacea,NW,1e-4,p/a,1
UAS41,festuca arundinacea,NW,0.001,p/a,1
UAS41,festuca arundinacea,NW,0.01,p/a,1
UAS41,festuca arundinacea,NW,0.1,p/a,1
UAS41,festuca arundinacea,NW,1,p/a,1
UAS41,festuca arundinacea,NW,10,cover,15
UAS41,festuca arundinacea,SE,10,cover,3
UAS41,festuca arundinacea,x,100,cover,9
UAS02,festuca valesiaca,NW,0.01,p/a,1
UAS02,festuca valesiaca,NW,0.1,p/a,1
UAS02,festuca valesiaca,NW,1,p/a,1
UAS02,festuca valesiaca,NW,10,cover,10
UAS02,festuca valesiaca,SE,10,cover,3
UAS02,festuca valesiaca,x,100,cover,6.5
UAS04,festuca valesiaca,NW,1e-4,p/a,1
UAS04,festuca valesiaca,NW,0.001,p/a,1
UAS04,festuca valesiaca,NW,0.01,p/a,1
UAS04,festuca valesiaca,NW,0.1,p/a,1
UAS04,festuca valesiaca,NW,1,p/a,1
UAS04,festuca valesiaca,NW,10,cover,30
UAS04,festuca valesiaca,SE,0.001,p/a,1
UAS04,festuca valesiaca,SE,0.01,p/a,1
UAS04,festuca valesiaca,SE,0.1,p/a,1
UAS04,festuca valesiaca,SE,1,p/a,1
UAS04,festuca valesiaca,SE,10,cover,25
UAS04,festuca valesiaca,x,100,cover,27.5
UAS05,festuca valesiaca,NW,10,cover,0.5
UAS05,festuca valesiaca,SE,10,cover,0.5
UAS05,festuca valesiaca,x,100,cover,0.5
UAS06,festuca valesiaca,NW,0.1,p/a,1
UAS06,festuca valesiaca,NW,1,p/a,1
UAS06,festuca valesiaca,NW,10,cover,15
UAS06,festuca valesiaca,SE,0.01,p/a,1
UAS06,festuca valesiaca,SE,0.1,p/a,1
UAS06,festuca valesiaca,SE,1,p/a,1
UAS06,festuca valesiaca,SE,10,cover,23
UAS06,festuca valesiaca,x,100,cover,19
UAS09,festuca valesiaca,NW,1e-4,p/a,1
UAS09,festuca valesiaca,NW,0.001,p/a,1
UAS09,festuca valesiaca,NW,0.01,p/a,1
UAS09,festuca valesiaca,NW,0.1,p/a,1
UAS09,festuca valesiaca,NW,1,p/a,1
UAS09,festuca valesiaca,NW,10,cover,53
UAS09,festuca valesiaca,SE,0.001,p/a,1
UAS09,festuca valesiaca,SE,0.01,p/a,1
UAS09,festuca valesiaca,SE,0.1,p/a,1
UAS09,festuca valesiaca,SE,1,p/a,1
UAS09,festuca valesiaca,SE,10,cover,22
UAS09,festuca valesiaca,x,100,cover,37.5
UAS10,festuca valesiaca,NW,1e-4,p/a,1
UAS10,festuca valesiaca,NW,0.001,p/a,1
UAS10,festuca valesiaca,NW,0.01,p/a,1
UAS10,festuca valesiaca,NW,0.1,p/a,1
UAS10,festuca valesiaca,NW,1,p/a,1
UAS10,festuca valesiaca,NW,10,cover,26
UAS10,festuca valesiaca,SE,0.1,p/a,1
UAS10,festuca valesiaca,SE,1,p/a,1
UAS10,festuca valesiaca,SE,10,cover,20
UAS10,festuca valesiaca,x,100,cover,23
UAS12,festuca valesiaca,NW,0.01,p/a,1
UAS12,festuca valesiaca,NW,0.1,p/a,1
UAS12,festuca valesiaca,NW,1,p/a,1
UAS12,festuca valesiaca,NW,10,cover,40
UAS12,festuca valesiaca,SE,0.1,p/a,1
UAS12,festuca valesiaca,SE,1,p/a,1
UAS12,festuca valesiaca,SE,10,cover,27
UAS12,festuca valesiaca,x,100,cover,33.5
UAS13,festuca valesiaca,NW,1e-4,p/a,1
UAS13,festuca valesiaca,NW,0.001,p/a,1
UAS13,festuca valesiaca,NW,0.01,p/a,1
UAS13,festuca valesiaca,NW,0.1,p/a,1
UAS13,festuca valesiaca,NW,1,p/a,1
UAS13,festuca valesiaca,NW,10,cover,22
UAS13,festuca valesiaca,SE,0.001,p/a,1
UAS13,festuca valesiaca,SE,0.01,p/a,1
UAS13,festuca valesiaca,SE,0.1,p/a,1
UAS13,festuca valesiaca,SE,1,p/a,1
UAS13,festuca valesiaca,SE,10,cover,25
UAS13,festuca valesiaca,x,100,cover,23.5
UAS14,festuca valesiaca,NW,1e-4,p/a,1
UAS14,festuca valesiaca,NW,0.001,p/a,1
UAS14,festuca valesiaca,NW,0.01,p/a,1
UAS14,festuca valesiaca,NW,0.1,p/a,1
UAS14,festuca valesiaca,NW,1,p/a,1
UAS14,festuca valesiaca,NW,10,cover,25
UAS14,festuca valesiaca,SE,1,p/a,1
UAS14,festuca valesiaca,SE,10,cover,24
UAS14,festuca valesiaca,x,100,cover,24.5
UAS17,festuca valesiaca,NW,0.1,p/a,1
UAS17,festuca valesiaca,NW,1,p/a,1
UAS17,festuca valesiaca,NW,10,cover,1
UAS17,festuca valesiaca,SE,0.01,p/a,1
UAS17,festuca valesiaca,SE,0.1,p/a,1
UAS17,festuca valesiaca,SE,1,p/a,1
UAS17,festuca valesiaca,SE,10,cover,5
UAS17,festuca valesiaca,x,100,cover,3
UAS18,festuca valesiaca,NE,0.001,p/a,1
UAS18,festuca valesiaca,NE,0.01,p/a,1
UAS18,festuca valesiaca,NE,0.1,p/a,1
UAS18,festuca valesiaca,NE,1,p/a,1
UAS18,festuca valesiaca,NE,10,cover,17
UAS18,festuca valesiaca,SW,1e-4,p/a,1
UAS18,festuca valesiaca,SW,0.001,p/a,1
UAS18,festuca valesiaca,SW,0.01,p/a,1
UAS18,festuca valesiaca,SW,0.1,p/a,1
UAS18,festuca valesiaca,SW,1,p/a,1
UAS18,festuca valesiaca,SW,10,cover,20
UAS18,festuca valesiaca,x,100,cover,18.5
UAS19,festuca valesiaca,NW,0.001,p/a,1
UAS19,festuca valesiaca,NW,0.01,p/a,1
UAS19,festuca valesiaca,NW,0.1,p/a,1
UAS19,festuca valesiaca,NW,1,p/a,1
UAS19,festuca valesiaca,NW,10,cover,30
UAS19,festuca valesiaca,SE,0.001,p/a,1
UAS19,festuca valesiaca,SE,0.01,p/a,1
UAS19,festuca valesiaca,SE,0.1,p/a,1
UAS19,festuca valesiaca,SE,1,p/a,1
UAS19,festuca valesiaca,SE,10,cover,45
UAS19,festuca valesiaca,x,100,cover,37.5
UAS20,festuca valesiaca,NW,0.001,p/a,1
UAS20,festuca valesiaca,NW,0.01,p/a,1
UAS20,festuca valesiaca,NW,0.1,p/a,1
UAS20,festuca valesiaca,NW,1,p/a,1
UAS20,festuca valesiaca,NW,10,cover,20
UAS20,festuca valesiaca,SE,1e-4,p/a,1
UAS20,festuca valesiaca,SE,0.001,p/a,1
UAS20,festuca valesiaca,SE,0.01,p/a,1
UAS20,festuca valesiaca,SE,0.1,p/a,1
UAS20,festuca valesiaca,SE,1,p/a,1
UAS20,festuca valesiaca,SE,10,cover,10
UAS20,festuca valesiaca,x,100,cover,15
UAS21,festuca valesiaca,NW,0.01,p/a,1
UAS21,festuca valesiaca,NW,0.1,p/a,1
UAS21,festuca valesiaca,NW,1,p/a,1
UAS21,festuca valesiaca,NW,10,cover,18
UAS21,festuca valesiaca,SE,1e-4,p/a,1
UAS21,festuca valesiaca,SE,0.001,p/a,1
UAS21,festuca valesiaca,SE,0.01,p/a,1
UAS21,festuca valesiaca,SE,0.1,p/a,1
UAS21,festuca valesiaca,SE,1,p/a,1
UAS21,festuca valesiaca,SE,10,cover,8
UAS21,festuca valesiaca,x,100,cover,13
UAS24,festuca valesiaca,x,100,cover,0.01
UAS25,festuca valesiaca,NW,0.01,p/a,1
UAS25,festuca valesiaca,NW,0.1,p/a,1
UAS25,festuca valesiaca,NW,1,p/a,1
UAS25,festuca valesiaca,NW,10,cover,60
UAS25,festuca valesiaca,SE,1e-4,p/a,1
UAS25,festuca valesiaca,SE,0.001,p/a,1
UAS25,festuca valesiaca,SE,0.01,p/a,1
UAS25,festuca valesiaca,SE,0.1,p/a,1
UAS25,festuca valesiaca,SE,1,p/a,1
UAS25,festuca valesiaca,SE,10,cover,15
UAS25,festuca valesiaca,x,100,cover,37.5
UAS30,festuca valesiaca,NW,1e-4,p/a,1
UAS30,festuca valesiaca,NW,0.001,p/a,1
UAS30,festuca valesiaca,NW,0.01,p/a,1
UAS30,festuca valesiaca,NW,0.1,p/a,1
UAS30,festuca valesiaca,NW,1,p/a,1
UAS30,festuca valesiaca,NW,10,cover,50
UAS30,festuca valesiaca,SE,1e-4,p/a,1
UAS30,festuca valesiaca,SE,0.001,p/a,1
UAS30,festuca valesiaca,SE,0.01,p/a,1
UAS30,festuca valesiaca,SE,0.1,p/a,1
UAS30,festuca valesiaca,SE,1,p/a,1
UAS30,festuca valesiaca,SE,10,cover,35
UAS30,festuca valesiaca,x,100,cover,42.5
UAS31,festuca valesiaca,NW,1e-4,p/a,1
UAS31,festuca valesiaca,NW,0.001,p/a,1
UAS31,festuca valesiaca,NW,0.01,p/a,1
UAS31,festuca valesiaca,NW,0.1,p/a,1
UAS31,festuca valesiaca,NW,1,p/a,1
UAS31,festuca valesiaca,NW,10,cover,22
UAS31,festuca valesiaca,SE,1e-4,p/a,1
UAS31,festuca valesiaca,SE,0.001,p/a,1
UAS31,festuca valesiaca,SE,0.01,p/a,1
UAS31,festuca valesiaca,SE,0.1,p/a,1
UAS31,festuca valesiaca,SE,1,p/a,1
UAS31,festuca valesiaca,SE,10,cover,38
UAS31,festuca valesiaca,x,100,cover,30
UAS41,festuca valesiaca,NW,1e-4,p/a,1
UAS41,festuca valesiaca,NW,0.001,p/a,1
UAS41,festuca valesiaca,NW,0.01,p/a,1
UAS41,festuca valesiaca,NW,0.1,p/a,1
UAS41,festuca valesiaca,NW,1,p/a,1
UAS41,festuca valesiaca,NW,10,cover,15
UAS41,festuca valesiaca,SE,0.01,p/a,1
UAS41,festuca valesiaca,SE,0.1,p/a,1
UAS41,festuca valesiaca,SE,1,p/a,1
UAS41,festuca valesiaca,SE,10,cover,20
UAS41,festuca valesiaca,x,100,cover,17.5
UAS44,festuca valesiaca,NW,1e-4,p/a,1
UAS44,festuca valesiaca,NW,0.001,p/a,1
UAS44,festuca valesiaca,NW,0.01,p/a,1
UAS44,festuca valesiaca,NW,0.1,p/a,1
UAS44,festuca valesiaca,NW,1,p/a,1
UAS44,festuca valesiaca,NW,10,cover,2
UAS44,festuca valesiaca,x,100,cover,1
UAS45,festuca valesiaca,NW,0.1,p/a,1
UAS45,festuca valesiaca,NW,1,p/a,1
UAS45,festuca valesiaca,NW,10,cover,10
UAS45,festuca valesiaca,x,100,cover,5
UAS48,festuca valesiaca,NW,0.1,p/a,1
UAS48,festuca valesiaca,NW,1,p/a,1
UAS48,festuca valesiaca,NW,10,cover,20
UAS48,festuca valesiaca,x,100,cover,10
UAS51,festuca valesiaca,NW,0.1,p/a,1
UAS51,festuca valesiaca,NW,1,p/a,1
UAS51,festuca valesiaca,NW,10,cover,20
UAS51,festuca valesiaca,SE,10,cover,2
UAS51,festuca valesiaca,x,100,cover,11
UAS55,festuca valesiaca,NW,0.001,p/a,1
UAS55,festuca valesiaca,NW,0.01,p/a,1
UAS55,festuca valesiaca,NW,0.1,p/a,1
UAS55,festuca valesiaca,NW,1,p/a,1
UAS55,festuca valesiaca,NW,10,cover,7
UAS55,festuca valesiaca,SE,1e-4,p/a,1
UAS55,festuca valesiaca,SE,0.001,p/a,1
UAS55,festuca valesiaca,SE,0.01,p/a,1
UAS55,festuca valesiaca,SE,0.1,p/a,1
UAS55,festuca valesiaca,SE,1,p/a,1
UAS55,festuca valesiaca,SE,10,cover,40
UAS55,festuca valesiaca,x,100,cover,23.5
UAS21,ficaria verna,NW,10,cover,0.001
UAS21,ficaria verna,SE,10,cover,0.01
UAS21,ficaria verna,x,100,cover,0.0055
UAS01,filago arvensis,SE,10,cover,0.01
UAS01,filago arvensis,x,100,cover,0.005
UAS02,filago arvensis,NW,1,p/a,1
UAS02,filago arvensis,NW,10,cover,0.001
UAS02,filago arvensis,x,100,cover,5e-4
UAS13,filago arvensis,NW,1,p/a,1
UAS13,filago arvensis,NW,10,cover,0.001
UAS13,filago arvensis,x,100,cover,5e-4
UAS15,filago arvensis,N,10,cover,0.001
UAS15,filago arvensis,x,100,cover,5e-4
UAS17,filago arvensis,SE,0.01,p/a,1
UAS17,filago arvensis,SE,0.1,p/a,1
UAS17,filago arvensis,SE,1,p/a,1
UAS17,filago arvensis,SE,10,cover,0.1
UAS17,filago arvensis,x,100,cover,0.05
UAS40,filago arvensis,NW,1,p/a,1
UAS40,filago arvensis,NW,10,cover,0.1
UAS40,filago arvensis,x,100,cover,0.05
UAS45,filago arvensis,NW,10,cover,0.1
UAS45,filago arvensis,x,100,cover,0.05
UAS46,filago arvensis,NW,10,cover,0.001
UAS46,filago arvensis,x,100,cover,5e-4
UAS48,filago arvensis,NW,10,cover,0.01
UAS48,filago arvensis,x,100,cover,0.005
UAS15,frankenia hirsuta,S,10,cover,0.001
UAS15,frankenia hirsuta,x,100,cover,5e-4
UAS23,frankenia hirsuta,x,100,cover,0.1
UAS29,frankenia hirsuta,NW,0.1,p/a,1
UAS29,frankenia hirsuta,NW,1,p/a,1
UAS29,frankenia hirsuta,NW,10,cover,0.3
UAS29,frankenia hirsuta,SE,10,cover,0.01
UAS29,frankenia hirsuta,x,100,cover,0.155
UAS14,gagea bulbifera,SE,10,cover,0.001
UAS14,gagea bulbifera,x,100,cover,5e-4
UAS19,galatella sedifolia,SE,10,cover,0.1
UAS19,galatella sedifolia,x,100,cover,0.05
UAS04,galatella villosa,NW,0.01,p/a,1
UAS04,galatella villosa,NW,0.1,p/a,1
UAS04,galatella villosa,NW,1,p/a,1
UAS04,galatella villosa,NW,10,cover,2
UAS04,galatella villosa,SE,10,cover,5
UAS04,galatella villosa,x,100,cover,3.5
UAS05,galatella villosa,NW,0.1,p/a,1
UAS05,galatella villosa,NW,1,p/a,1
UAS05,galatella villosa,NW,10,cover,2
UAS05,galatella villosa,SE,1,p/a,1
UAS05,galatella villosa,SE,10,cover,0.2
UAS05,galatella villosa,x,100,cover,1.1
UAS06,galatella villosa,NW,1,p/a,1
UAS06,galatella villosa,NW,10,cover,15
UAS06,galatella villosa,SE,0.001,p/a,1
UAS06,galatella villosa,SE,0.01,p/a,1
UAS06,galatella villosa,SE,0.1,p/a,1
UAS06,galatella villosa,SE,1,p/a,1
UAS06,galatella villosa,SE,10,cover,20
UAS06,galatella villosa,x,100,cover,17.5
UAS14,galatella villosa,NW,0.01,p/a,1
UAS14,galatella villosa,NW,0.1,p/a,1
UAS14,galatella villosa,NW,1,p/a,1
UAS14,galatella villosa,NW,10,cover,1
UAS14,galatella villosa,SE,10,cover,3
UAS14,galatella villosa,x,100,cover,2
UAS19,galatella villosa,SE,10,cover,0.1
UAS19,galatella villosa,x,100,cover,0.05
UAS51,galatella villosa,x,100,cover,0.01
UAS02,galium humifusum,SE,10,cover,0.2
UAS02,galium humifusum,x,100,cover,0.1
UAS05,galium humifusum,SE,10,cover,0.001
UAS05,galium humifusum,x,100,cover,5e-4
UAS51,galium humifusum,NW,10,cover,0.1
UAS51,galium humifusum,x,100,cover,0.05
UAS04,galium spurium,NW,0.01,p/a,1
UAS04,galium spurium,NW,0.1,p/a,1
UAS04,galium spurium,NW,1,p/a,1
UAS04,galium spurium,NW,10,cover,0.5
UAS04,galium spurium,SE,0.01,p/a,1
UAS04,galium spurium,SE,0.1,p/a,1
UAS04,galium spurium,SE,1,p/a,1
UAS04,galium spurium,SE,10,cover,0.01
UAS04,galium spurium,x,100,cover,0.255
UAS06,galium spurium,NW,10,cover,0.01
UAS06,galium spurium,x,100,cover,0.005
UAS12,galium spurium,x,100,cover,0.5
UAS13,galium spurium,SE,10,cover,0.25
UAS13,galium spurium,x,100,cover,0.125
UAS16,galium spurium,NW,1,p/a,1
UAS16,galium spurium,NW,10,cover,0.1
UAS16,galium spurium,x,100,cover,0.05
UAS19,galium spurium,NW,0.01,p/a,1
UAS19,galium spurium,NW,0.1,p/a,1
UAS19,galium spurium,NW,1,p/a,1
UAS19,galium spurium,NW,10,cover,0.5
UAS19,galium spurium,SE,0.01,p/a,1
UAS19,galium spurium,SE,0.1,p/a,1
UAS19,galium spurium,SE,1,p/a,1
UAS19,galium spurium,SE,10,cover,0.5
UAS19,galium spurium,x,100,cover,0.5
UAS20,galium spurium,NW,0.1,p/a,1
UAS20,galium spurium,NW,1,p/a,1
UAS20,galium spurium,NW,10,cover,0.5
UAS20,galium spurium,SE,10,cover,0.2
UAS20,galium spurium,x,100,cover,0.35
UAS21,galium spurium,NW,10,cover,0.1
UAS21,galium spurium,SE,0.1,p/a,1
UAS21,galium spurium,SE,1,p/a,1
UAS21,galium spurium,SE,10,cover,0.01
UAS21,galium spurium,x,100,cover,0.055
UAS23,galium spurium,SE,10,cover,0.01
UAS23,galium spurium,x,100,cover,0.005
UAS24,galium spurium,NW,10,cover,0.1
UAS24,galium spurium,x,100,cover,0.05
UAS31,galium spurium,NW,0.1,p/a,1
UAS31,galium spurium,NW,1,p/a,1
UAS31,galium spurium,NW,10,cover,1.5
UAS31,galium spurium,SE,0.01,p/a,1
UAS31,galium spurium,SE,0.1,p/a,1
UAS31,galium spurium,SE,1,p/a,1
UAS31,galium spurium,SE,10,cover,3
UAS31,galium spurium,x,100,cover,2.25
UAS32,galium spurium,NW,0.1,p/a,1
UAS32,galium spurium,NW,1,p/a,1
UAS32,galium spurium,NW,10,cover,0.2
UAS32,galium spurium,SE,0.001,p/a,1
UAS32,galium spurium,SE,0.01,p/a,1
UAS32,galium spurium,SE,0.1,p/a,1
UAS32,galium spurium,SE,1,p/a,1
UAS32,galium spurium,SE,10,cover,0.1
UAS32,galium spurium,x,100,cover,0.15
UAS34,galium spurium,x,100,cover,0.1
